AWARD	PERSON	DATE	GENDER	DESCRIPTION
A. I. Virtanen Award	Melvin Calvin	1975-01-01T00:00:00Z	male	$null$
A.G. Huntsman Award for Excellence in the Marine Sciences	Jeffrey A. Hutchings	2017-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Katrina Edwards	2012-01-01T00:00:00Z	female	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Sallie W. Chisholm	2005-01-01T00:00:00Z	female	medal awarded by the Royal Society of Canada
A.G. Huntsman Award for Excellence in the Marine Sciences	Terry Hughes	2018-01-01T00:00:00Z	male	medal awarded by the Royal Society of Canada
A.O. Kovalevsky Medal	Denis Duboule	2013-01-01T00:00:00Z	male	$null$
A.O. Kovalevsky Medal	Günter P. Wagner	2016-01-01T00:00:00Z	male	$null$
A.O. Kovalevsky Medal	Scott F. Gilbert	2004-01-01T00:00:00Z	male	$null$
A.O. Kovalevsky Medal	Sean B. Carroll	2008-01-01T00:00:00Z	male	$null$
A.O. Kovalevsky Medal	Walter J. Gehring	2003-01-01T00:00:00Z	male	$null$
A.O. Kovalevsky Medal	William Jeffery	2012-01-01T00:00:00Z	male	$null$
AAAS Fellow	Alejandro Aballay	2013-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Alice Barkan	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Andy Dobson	2012-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Ann Richmond	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Carla Caceres	2017-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Cheryl J. Briggs	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Corrie Moreau	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Corrie Moreau	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Diane M. Robins	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Dianna Padilla	2013-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Donald Zak	2016-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Donna M Fekete	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Douglas R. Cavener	2014-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Ingrid Burke	2010-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Irma Thesleff	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	James Birchler	2002-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Judith Vanhouten	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen McNulty Walsh	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Karen McNulty Walsh	2018-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kathryn Horwitz	2000-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kathryn Horwitz	2000-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kathryn L Cottingham	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Kathryn L Cottingham	2019-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Laura Grabel	2003-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Laura Grabel	2003-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Maria Elena Zavala	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Maria Elena Zavala	2009-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mariana Wolfner	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mariana Wolfner	2006-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Mark Hochstrasser	2012-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Mary Sharon Stack	2012-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Monica Roth	2016-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Monica Roth	2016-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Nancy Ruddle	2014-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Nora Besansky	2005-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Stephen Shuster	2017-01-01T00:00:00Z	male	award and fellowship
AAAS Fellow	Virginia Carson	1998-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Virginia Carson	1998-01-01T00:00:00Z	female	award and fellowship
AAAS Fellow	Warren Abrahamson	2008-01-01T00:00:00Z	male	award and fellowship
ACS Award in Pure Chemistry	Ann E. McDermott	1996-01-01T00:00:00Z	female	award of the American Chemical Society
AMA Scientific Achievement Award	Choh Hao Li	1970-01-01T00:00:00Z	male	award
AMA Scientific Achievement Award	Choh Hao Li	1970-01-01T00:00:00Z	male	award
AMA Scientific Achievement Award	René Dubos	1964-01-01T00:00:00Z	male	award
AMA Scientific Achievement Award	René Dubos	1964-01-01T00:00:00Z	male	award
AMA Scientific Achievement Award	Tom Maniatis	2000-01-01T00:00:00Z	male	award
AMA Scientific Achievement Award	Tom Maniatis	2000-01-01T00:00:00Z	male	award
ANZAAS Medal	Frank Fenner	1980-01-01T00:00:00Z	male	science award in New Zealand
ANZAAS Medal	Gustav Nossal	1982-01-01T00:00:00Z	male	science award in New Zealand
APA Award for Distinguished Scientific Contributions to Psychology	Curt Richter	1957-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Jean Piaget	1969-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Niko Tinbergen	1987-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Sapolsky	2013-01-01T00:00:00Z	male	$null$
APA Award for Distinguished Scientific Contributions to Psychology	Robert Wurtz	1997-01-01T00:00:00Z	male	$null$
Abdus Salam Medal	Thomas Risley Odhiambo	1998-01-01T00:00:00Z	male	Italian science award
Academic Prize	Dag Olav Hessen	2010-01-01T00:00:00Z	male	$null$
Academy Award of the Bavarian Academy of Sciences	Karl Daumer	1988-01-01T00:00:00Z	male	$null$
Academy Award of the Hungarian Academy of Sciences	Béla Flerkó	1963-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Csaba Csuzdi	2011-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Eva Kondorosi	1985-01-01T00:00:00Z	female	award
Academy Award of the Hungarian Academy of Sciences	István Andrássy	1987-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Iván Bócsa	1977-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	József Hámori	1972-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Péter Bíró	1987-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Tamás Freund	1997-01-01T00:00:00Z	male	award
Academy Award of the Hungarian Academy of Sciences	Ádám Miklósi	2015-01-01T00:00:00Z	male	award
Acharius Medal	Ana Crespo	2012-01-01T00:00:00Z	female	award for lifetime achievement in lichenology
Acharius Medal	Irwin Murray Brodo	1994-01-01T00:00:00Z	male	award for lifetime achievement in lichenology
Acharius Medal	Teuvo Tapio Ahti	2000-01-01T00:00:00Z	male	award for lifetime achievement in lichenology
Agnes Fay Morgan Research Award	Maxine Singer	1963-01-01T00:00:00Z	female	award for research achievement in the field of chemistry
Akademiepenning	Leo Vroman	1987-01-01T00:00:00Z	male	$null$
Albert Einstein World Award of Science	Daniel H. Janzen	2002-01-01T00:00:00Z	male	Recognition and encouragement for scientific and technological research and development.
Albert Einstein World Award of Science	Hugh Huxley	1987-01-01T00:00:00Z	male	Recognition and encouragement for scientific and technological research and development.
Albert Lasker Award for Basic Medical Research	Alfred G. Gilman	1989-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Arthur L. Horwich	2011-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Bertil Hille	1999-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Choh Hao Li	1962-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Christiane Nüsslein-Volhard	1991-01-01T00:00:00Z	female	American science award
Albert Lasker Award for Basic Medical Research	César Milstein	1984-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	David Baulcombe	2008-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Ernest McCulloch	2005-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Ferid Murad	1996-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Francis Crick	1960-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Francis O. Schmitt	1956-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	George Wald	1953-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Georges J. F. Köhler	1984-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Günter Blobel	1993-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Har Gobind Khorana	1968-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Herbert Boyer	1980-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	J. Michael Bishop	1982-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Jack Szostak	2006-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	James Rothman	2002-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Lee Hartwell	1998-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Leroy Hood	1987-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Mario Capecchi	2001-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Martin Evans	2001-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Michael Berridge	1989-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Michael Grunstein	2018-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Oliver Smithies	2001-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Oswald Avery	1947-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Peter Walter	2014-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Ralph Steinman	2007-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Randy Schekman	2002-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Raymond L. Erikson	1982-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	René Dubos	1948-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Robert G. Roeder	2003-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Ronald M. Evans	2004-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Selman Abraham Waksman	1948-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Shinya Yamanaka	2009-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Yasutomi Nishizuka	1989-01-01T00:00:00Z	male	American science award
Albert Lasker Award for Basic Medical Research	Yoshio Masui	1998-01-01T00:00:00Z	male	American science award
Albert Lasker Special Achievement Award	Joan A. Steitz	2018-01-01T00:00:00Z	female	medical research award
Albert Lasker Special Achievement Award	Mary-Claire King	2014-01-01T00:00:00Z	female	medical research award
Albert Lasker Special Achievement Award	Matthew Meselson	2004-01-01T00:00:00Z	male	medical research award
Albert Lasker Special Achievement Award	Tom Maniatis	2012-01-01T00:00:00Z	male	medical research award
Alexander Agassiz Medal	Edgar Johnson Allen	1937-01-01T00:00:00Z	male	science award
Alexander Agassiz Medal	Johan Hjort	1913-01-01T00:00:00Z	male	science award
Alexander Agassiz Medal	Sallie W. Chisholm	2010-01-01T00:00:00Z	female	science award
Alfred P. Sloan, Jr. Prize	Bob Waterston	2002-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Bob Waterston	2002-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Christiane Nüsslein-Volhard	1992-01-01T00:00:00Z	female	oncology award
Alfred P. Sloan, Jr. Prize	Christiane Nüsslein-Volhard	1992-01-01T00:00:00Z	female	oncology award
Alfred P. Sloan, Jr. Prize	César Milstein	1981-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	César Milstein	1981-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Edward Harlow	1995-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Edward Harlow	1995-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Elizabeth Blackburn	2001-01-01T00:00:00Z	female	oncology award
Alfred P. Sloan, Jr. Prize	Elizabeth Blackburn	2001-01-01T00:00:00Z	female	oncology award
Alfred P. Sloan, Jr. Prize	George Klein	1979-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	George Klein	1979-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	H. Robert Horvitz	1998-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	J. Michael Bishop	1984-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	J. Michael Bishop	1984-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	John Sulston	2002-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Lee Hartwell	1991-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Leo Sachs	1989-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Leo Sachs	1989-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Mario Capecchi	1994-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Mario Capecchi	1994-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Oliver Smithies	1994-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Raymond L. Erikson	1983-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Robert G. Roeder	1999-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Robert G. Roeder	1999-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Robert Weinberg	1987-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Robert Weinberg	1987-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Ronald M. Evans	2003-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Ronald M. Evans	2003-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Thomas J. Kelly	2004-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Thomas J. Kelly	2004-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Yasutomi Nishizuka	1988-01-01T00:00:00Z	male	oncology award
Alfred P. Sloan, Jr. Prize	Yasutomi Nishizuka	1988-01-01T00:00:00Z	male	oncology award
American Association of Immunologists Lifetime Achievement Award	Ellen Vitetta	2007-01-01T00:00:00Z	female	Award
American Association of Immunologists Lifetime Achievement Award	Emil R. Unanue	2014-01-01T00:00:00Z	male	Award
American Association of Immunologists Lifetime Achievement Award	Emil R. Unanue	2014-01-01T00:00:00Z	male	Award
American Association of Immunologists Lifetime Achievement Award	Philippa Marrack	2003-01-01T00:00:00Z	female	Award
American Association of Immunologists Lifetime Achievement Award	Philippa Marrack	2003-01-01T00:00:00Z	female	Award
American Association of Immunologists Lifetime Achievement Award	Susan L. Swain	2010-01-01T00:00:00Z	female	Award
American Association of Immunologists Lifetime Achievement Award	Susan L. Swain	2010-01-01T00:00:00Z	female	Award
Ars legendi award for excellent university teaching	Martin Korte	2015-01-01T00:00:00Z	male	$null$
Ars legendi award for excellent university teaching	Martin Korte	2015-01-01T00:00:00Z	male	$null$
Arthur L. Day Medal	Walter M. Elsasser	1979-01-01T00:00:00Z	male	Geological Society of America (GSA) award
Asa Gray Award	Michael Donoghue	2017-01-01T00:00:00Z	male	American science award
Athalie Richardson Irvine Clarke Prize	Joan Rose	2001-01-01T00:00:00Z	female	$null$
BBVA Foundation Frontiers of Knowledge Award	Adrian Peter Bird	2013-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Adrian Peter Bird	2013-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Anthony R. Hunter	2014-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Anthony R. Hunter	2014-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Daniel H. Janzen	2011-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Daniel H. Janzen	2011-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Daniel Pauly	2019-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Daniel Pauly	2019-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Edward O. Wilson	2010-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Edward O. Wilson	2010-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Gretchen Daily	2018-01-01T00:00:00Z	female	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Ilkka Hanski	2015-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Ilkka Hanski	2015-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Shinya Yamanaka	2010-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Terry Hughes	2019-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Terry Hughes	2019-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Thomas Lovejoy	2008-01-01T00:00:00Z	male	Spanish science award
BBVA Foundation Frontiers of Knowledge Award	Thomas Lovejoy	2008-01-01T00:00:00Z	male	Spanish science award
Baden-Wuerttemberg Research Award	Bert Sakmann	1991-01-01T00:00:00Z	male	$null$
Baden-Wuerttemberg Research Award	Detlef Weigel	2010-01-01T00:00:00Z	male	$null$
Baden-Wuerttemberg Research Award	Dietmar Vestweber	1993-01-01T00:00:00Z	male	$null$
Bakerian Lecture	Dorothy Hodgkin	1972-01-01T00:00:00Z	female	one of the premier medals of the Royal Society that recognizes exceptional and outstanding science
Bakerian Lecture	Dorothy Hodgkin	1972-01-01T00:00:00Z	female	one of the premier medals of the Royal Society that recognizes exceptional and outstanding science
Bakerian Lecture	Melvin Calvin	1965-01-01T00:00:00Z	male	one of the premier medals of the Royal Society that recognizes exceptional and outstanding science
Bakerian Lecture	Richard Owen	1844-01-01T00:00:00Z	male	one of the premier medals of the Royal Society that recognizes exceptional and outstanding science
Bakerian Lecture	Richard Owen	1844-01-01T00:00:00Z	male	one of the premier medals of the Royal Society that recognizes exceptional and outstanding science
Bakerian Lecture	William Bate Hardy	1925-01-01T00:00:00Z	male	one of the premier medals of the Royal Society that recognizes exceptional and outstanding science
Baly Medal	Alan Lloyd Hodgkin	1955-01-01T00:00:00Z	male	$null$
Baly Medal	Archibald Hill	1927-01-01T00:00:00Z	male	$null$
Baly Medal	Denis Noble	1993-01-01T00:00:00Z	male	$null$
Baly Medal	J.B.S. Haldane	1913-01-01T00:00:00Z	male	$null$
Baly Medal	John Sulston	2003-01-01T00:00:00Z	male	$null$
Baly Medal	Roderic Alfred Gregory	1965-01-01T00:00:00Z	male	$null$
Balzan Prize	Christopher Roland Somerville	2006-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	David Baulcombe	2012-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Elliot Meyerowitz	2006-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Ernst Mayr	1983-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Eva Kondorosi	2018-01-01T00:00:00Z	female	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Ilkka Hanski	2000-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Jean Piaget	1979-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	John Maynard Smith	1991-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Jules Hoffmann	2007-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Luigi Luca Cavalli-Sforza	1999-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Pascale Cossart	2013-01-01T00:00:00Z	female	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Robert D. Schreiber	2017-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Rosemary Grant	2005-01-01T00:00:00Z	female	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Russell Lande	2011-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Sewall Wright	1984-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Shinya Yamanaka	2010-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Torbjörn Caspersson	1979-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Balzan Prize	Walter J. Gehring	2002-01-01T00:00:00Z	male	annual monetary prizes to people or organizations who have made outstanding achievements in the fields of humanities, natural sciences, culture
Banting Medal	Bernardo Houssay	1963-01-01T00:00:00Z	male	award
Banting Medal	Dorothy Hodgkin	1972-01-01T00:00:00Z	female	award
Banting Medal	Herbert McLean Evans	1949-01-01T00:00:00Z	male	award
Bavarian Maximilian Order for Science and Art	Alexander Braun	1874-01-01T00:00:00Z	male	civil Bavarian order
Bavarian Maximilian Order for Science and Art	Carl Correns	1932-01-01T00:00:00Z	male	civil Bavarian order
Bavarian Maximilian Order for Science and Art	Carl Nägeli	1877-01-01T00:00:00Z	male	civil Bavarian order
Bavarian Maximilian Order for Science and Art	Christian Gottfried Ehrenberg	1853-01-01T00:00:00Z	male	civil Bavarian order
Bavarian Maximilian Order for Science and Art	Christiane Nüsslein-Volhard	2014-01-01T00:00:00Z	female	civil Bavarian order
Bavarian Maximilian Order for Science and Art	Georges J. F. Köhler	1986-01-01T00:00:00Z	male	civil Bavarian order
Bavarian Maximilian Order for Science and Art	Karl Ernst von Baer	1873-01-01T00:00:00Z	male	civil Bavarian order
Bavarian Maximilian Order for Science and Art	Paul Ehrlich	1912-01-01T00:00:00Z	male	civil Bavarian order
Bavarian Maximilian Order for Science and Art	Wolfgang Haber	1993-01-01T00:00:00Z	male	civil Bavarian order
Bengt Winblad Lifetime Achievement Award in Alzheimer’s Disease Research	Daniel Carleton Gajdusek	1992-01-01T00:00:00Z	male	medical research award
Benjamin Franklin Award	Ewan Birney	2005-01-01T00:00:00Z	male	$null$
Benjamin Franklin Award	Jim Kent	2003-01-01T00:00:00Z	male	$null$
Benjamin Franklin Award	Jonathan A. Eisen	2011-01-01T00:00:00Z	male	$null$
Benjamin Franklin Award	Michael Eisen	2002-01-01T00:00:00Z	male	$null$
Benjamin Franklin Award	Sean Eddy	2007-01-01T00:00:00Z	male	$null$
Benjamin Franklin Award	Steven Salzberg	2013-01-01T00:00:00Z	male	$null$
Benjamin Franklin Medal	Barry Marshall	1999-01-01T00:00:00Z	male	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	Cornelia Bargmann	2015-01-01T00:00:00Z	female	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	David Baulcombe	2008-01-01T00:00:00Z	male	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	Elizabeth Blackburn	2005-01-01T00:00:00Z	female	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	John Hopfield	2019-01-01T00:00:00Z	male	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	Judah Folkman	2001-01-01T00:00:00Z	male	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	Mary-Dell Chilton	2002-01-01T00:00:00Z	female	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	Philippe Horvath	2018-01-01T00:00:00Z	male	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	Rudolf Jaenisch	2013-01-01T00:00:00Z	male	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	Sean B. Carroll	2012-01-01T00:00:00Z	male	science and engineering award presented by the Franklin Institute
Benjamin Franklin Medal	Shu Chien	2016-01-01T00:00:00Z	male	science and engineering award presented by the Franklin Institute
Berlin Science Award	Nikolaus Rajewsky	2009-01-01T00:00:00Z	male	$null$
Berlin Science Award	Nikolaus Rajewsky	2009-01-01T00:00:00Z	male	$null$
Bernie Lemire Award	Charles Tapley Hoyt	2015-04-01T00:00:00Z	male	Awarded annually by the Northeastern University Department of Chemistry for outstanding seniors
Bijvoet Medal	Andrej Šali	2018-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Bernd Bukau	2008-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Bernd Bukau	2008-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Elena Conti	2018-01-01T00:00:00Z	female	$null$
Bijvoet Medal	Elena Conti	2018-01-01T00:00:00Z	female	$null$
Bijvoet Medal	James C. Paulson	2008-01-01T00:00:00Z	male	$null$
Bijvoet Medal	James C. Paulson	2008-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Matthias Mann	2008-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Matthias Mann	2008-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Nathan Sharon	1989-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Nathan Sharon	1989-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Patrick Cramer	2008-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Patrick Cramer	2008-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Ruedi Aebersold	2018-01-01T00:00:00Z	male	$null$
Bijvoet Medal	Ruedi Aebersold	2018-01-01T00:00:00Z	male	$null$
Biotechnology Heritage Award	Herbert Boyer	2000-01-01T00:00:00Z	male	scientific award
Biotechnology Heritage Award	Leroy Hood	2004-01-01T00:00:00Z	male	scientific award
Biotechnology Heritage Award	Robert Fraley	2009-01-01T00:00:00Z	male	scientific award
Bisset Hawkins Medal	Shirley Forster Murphy	1908-01-01T00:00:00Z	male	$null$
