AWARD	PERSON	DATE	GENDER	DESCRIPTION
Otto Warburg Medal	Marina Rodnina	2019-01-01T00:00:00Z	female	$null$
Otto Warburg Medal	Max Perutz	1993-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Peter Walter	2011-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Randy Schekman	2013-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Robert Weinberg	2007-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Rudolf Jaenisch	2014-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Rudolf K. Thauer	1984-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Shosaku Numa	1987-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Stefan Jentsch	2017-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Susan Lindquist	2008-01-01T00:00:00Z	female	$null$
Otto Warburg Medal	Tom Rapoport	2004-01-01T00:00:00Z	male	$null$
Otto Warburg Medal	Walter J. Gehring	1996-01-01T00:00:00Z	male	$null$
Overton Prize	Debora Marks	2016-01-01T00:00:00Z	female	computational biology prize
Overton Prize	Ewan Birney	2005-01-01T00:00:00Z	male	computational biology prize
Overton Prize	Gonçalo Abecasis	2013-01-01T00:00:00Z	male	computational biology prize
Overton Prize	Jim Kent	2003-01-01T00:00:00Z	male	computational biology prize
Overton Prize	Steven E. Brenner	2010-01-01T00:00:00Z	male	computational biology prize
Patron’s Medal	Alexander von Middendorff	1846-01-01T00:00:00Z	male	award from the Royal Geographical Society
Patron’s Medal	Eduard Rüppell	1839-01-01T00:00:00Z	male	award from the Royal Geographical Society
Patron’s Medal	Martin Holdgate	1992-01-01T00:00:00Z	male	award from the Royal Geographical Society
Patron’s Medal	Michael Douglas Gwynne	1972-01-01T00:00:00Z	male	award from the Royal Geographical Society
Patron’s Medal	Sylvia Earle	2011-01-01T00:00:00Z	female	award from the Royal Geographical Society
Patron’s Medal	Thomas Blakiston	1862-01-01T00:00:00Z	male	award from the Royal Geographical Society
Patron’s Medal	Thomas Henry Manning	1948-01-01T00:00:00Z	male	award from the Royal Geographical Society
Paul Ehrlich and Ludwig Darmstaedter Prize	Andrew Fire	2006-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Arnold Graffi	1979-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Barry Marshall	1997-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Boris Ephrussi	1976-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Craig Mello	2006-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Elizabeth Blackburn	2009-01-01T00:00:00Z	female	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Fritiof S. Sjöstrand	1971-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	H. Robert Horvitz	2000-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Hans-Georg Rammensee	1996-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Harald von Boehmer	1993-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Helmut Ruska	1970-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Jacques Oudin	1961-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	John Gurdon	1977-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Keith R. Porter	1971-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Mary-Claire King	2013-01-01T00:00:00Z	female	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Peter Walter	2012-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Philippa Marrack	1993-01-01T00:00:00Z	female	award
Paul Ehrlich and Ludwig Darmstaedter Prize	R. John Collier	1990-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Richard Lerner	2003-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Robin Warren	1997-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Russell Doolittle	1989-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Ruth Sonntag Nussenzweig	1985-01-01T00:00:00Z	female	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Shimon Sakaguchi	2020-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Stanley Falkow	1981-01-01T00:00:00Z	male	award
Paul Ehrlich and Ludwig Darmstaedter Prize	Torbjörn Caspersson	1977-01-01T00:00:00Z	male	award
Paul G. Allen Ocean Challenge	Ruth Gates	2013-01-01T00:00:00Z	female	science prize
Pew Fellowship in Marine Conservation	Juan Carlos Castilla Zenobi	1996-01-01T00:00:00Z	male	$null$
Phi Beta Kappa Award in Science	Edward O. Wilson	1995-01-01T00:00:00Z	male	$null$
Philip Morris Research Prize	Christophe Boesch	2000-01-01T00:00:00Z	male	$null$
Philip Morris Research Prize	Diethard Tautz	1995-01-01T00:00:00Z	male	$null$
Philip Morris Research Prize	Hanns Hatt	2005-01-01T00:00:00Z	male	$null$
Philip Morris Research Prize	Patrick Cramer	2007-01-01T00:00:00Z	male	$null$
Philip Morris Research Prize	Peter Schuster	1995-01-01T00:00:00Z	male	$null$
Philip Morris Research Prize	Ralf Baumeister	2001-01-01T00:00:00Z	male	$null$
Philip Morris Research Prize	Thomas Carell	2006-01-01T00:00:00Z	male	$null$
Potamkin Prize	Chester Mathis	2008-01-01T00:00:00Z	male	award of the American Academy of Neurology
Potamkin Prize	Chester Mathis	2008-01-01T00:00:00Z	male	award of the American Academy of Neurology
Potamkin Prize	Christine Van Broeckhoven	1993-01-01T00:00:00Z	female	award of the American Academy of Neurology
Potamkin Prize	Christine Van Broeckhoven	1993-01-01T00:00:00Z	female	award of the American Academy of Neurology
Potamkin Prize	Roger M. Nitsch	2004-01-01T00:00:00Z	male	award of the American Academy of Neurology
Potamkin Prize	Roger M. Nitsch	2004-01-01T00:00:00Z	male	award of the American Academy of Neurology
Pradel Research Award	Silvia Arber	2018-01-01T00:00:00Z	female	American neuro science award
Premio México de Ciencia y Tecnología	Antonio García-Bellido	2006-01-01T00:00:00Z	male	$null$
Premio México de Ciencia y Tecnología	Johanna Döbereiner	1992-01-01T00:00:00Z	female	$null$
Premio México de Ciencia y Tecnología	Juan Carlos Castilla Zenobi	2012-01-01T00:00:00Z	male	$null$
Premio México de Ciencia y Tecnología	Mayana Zatz	2008-01-01T00:00:00Z	female	$null$
Prestwich Medal	John Lubbock, 1st Baron Avebury	1903-01-01T00:00:00Z	male	medal of the Geological Society of London established in the will of Joseph Prestwich
Prestwich Medal	Mary Douglas Leakey	1969-01-01T00:00:00Z	female	medal of the Geological Society of London established in the will of Joseph Prestwich
Priestley Medal	Melvin Calvin	1978-01-01T00:00:00Z	male	award
Prime Minister’s Prize for Science	Elizabeth S. Dennis	2000-01-01T00:00:00Z	female	Australian science award
Prime Minister’s Prize for Science	Frank Fenner	2002-01-01T00:00:00Z	male	Australian science award
Prime Minister’s Prize for Science	Mandyam Veerambudi Srinivasan	2006-01-01T00:00:00Z	male	Australian science award
Prime Minister’s Prize for Science	Richard Shine	2016-01-01T00:00:00Z	male	Australian science award
Prince Mahidol Award	Axel Ullrich	2007-01-01T00:00:00Z	male	Thai award for medicine and public health
Prince Mahidol Award	Barry Marshall	2001-01-01T00:00:00Z	male	Thai award for medicine and public health
Prince Mahidol Award	Greg Winter	2016-01-01T00:00:00Z	male	Thai award for medicine and public health
Prince Mahidol Award	Mary-Claire King	2018-01-01T00:00:00Z	female	Thai award for medicine and public health
Princess of Asturias Award for Technical and Scientific Research	Anthony R. Hunter	2004-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Anthony R. Hunter	2004-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Antonio García-Bellido	1984-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	David Vázquez Martínez	1985-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	David Vázquez Martínez	1985-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Ginés Morata	2007-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Ginés Morata	2007-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Greg Winter	2012-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Greg Winter	2012-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Hamilton Smith	2001-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Ignacio Martínez Mendizábal	1997-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Ignacio Martínez Mendizábal	1997-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	John Sulston	2001-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	John Sulston	2001-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Joseph Altman	2011-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	José María Bermúdez de Castro y Risueño	1997-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Judah Folkman	2004-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Luc Montagnier	2000-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Luc Montagnier	2000-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Manuel Losada Villasante	1995-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Manuel Losada Villasante	1995-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Richard Lerner	2012-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Robert Weinberg	2004-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Robert Weinberg	2004-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Santiago Grisolía García	1990-01-01T00:00:00Z	male	$null$
Princess of Asturias Award for Technical and Scientific Research	Santiago Grisolía García	1990-01-01T00:00:00Z	male	$null$
Prix International de l’INSERM	Denis Duboule	2010-01-01T00:00:00Z	male	French science award
Prix International de l’INSERM	Mina Bissell	2007-01-01T00:00:00Z	female	French science award
Prix International de l’INSERM	Tomas Lindahl	2008-01-01T00:00:00Z	male	French science award
Prix Marie-Victorin	Armand Frappier	1979-01-01T00:00:00Z	male	scientific prize awarded annually by the Quebec government
Prix Marie-Victorin	Charles Philippe Leblond	1992-01-01T00:00:00Z	male	scientific prize awarded annually by the Quebec government
Prix Marie-Victorin	Louis Bernatchez	2012-01-01T00:00:00Z	male	scientific prize awarded annually by the Quebec government
Prix Marie-Victorin	Serge Payette	2011-01-01T00:00:00Z	male	scientific prize awarded annually by the Quebec government
Prize Jaffé	Jean-Luc Imler	2015-01-01T00:00:00Z	male	French scientific prize
Prize of the Foundation for Polish Science	Andrzej Tarkowski	2013-01-01T00:00:00Z	male	scientific award in Poland
Prize of the Foundation for Polish Science	Jacek Oleksyn	2008-01-01T00:00:00Z	male	scientific award in Poland
Prize of the Foundation for Polish Science	Jan Kozłowski	2016-01-01T00:00:00Z	male	scientific award in Poland
Prize of the Foundation for Polish Science	Jan Potempa	2011-01-01T00:00:00Z	male	scientific award in Poland
Prize of the Foundation for Polish Science	Leszek Kaczmarek	2000-01-01T00:00:00Z	male	scientific award in Poland
Prize of the Foundation for Polish Science	Włodzimierz Krzyżosiak	2007-01-01T00:00:00Z	male	scientific award in Poland
Prize of the Foundation for Polish Science	Zbigniew Maciej Gliwicz	2001-01-01T00:00:00Z	male	scientific award in Poland
Rachel Carson Award	Nell Newman	2014-01-01T00:00:00Z	female	$null$
Rachel Carson Award	Sylvia Earle	2009-01-01T00:00:00Z	female	$null$
Rachel Carson Prize	Sylvia Earle	2017-01-01T00:00:00Z	female	International environmental award for women
Ralph W. Gerard Prize	Bert Sakmann	1991-01-01T00:00:00Z	male	award of the Society for Neuroscience
Ralph W. Gerard Prize	Lily Jan	2009-01-01T00:00:00Z	female	award of the Society for Neuroscience
Ralph W. Gerard Prize	Masakazu Konishi	2004-01-01T00:00:00Z	male	award of the Society for Neuroscience
Ralph W. Gerard Prize	Nicole Marthe Le Douarin	2007-01-01T00:00:00Z	female	award of the Society for Neuroscience
Ralph W. Gerard Prize	Nobuo Suga	2004-01-01T00:00:00Z	male	award of the Society for Neuroscience
Ralph W. Gerard Prize	Richard Tsien	2014-01-01T00:00:00Z	male	award of the Society for Neuroscience
Ralph W. Gerard Prize	Robert Wurtz	2006-01-01T00:00:00Z	male	award of the Society for Neuroscience
Ralph W. Gerard Prize	Torsten Nils Wiesel	1993-01-01T00:00:00Z	male	award of the Society for Neuroscience
Ramon Margalef Prize in Ecology	Daniel Pauly	2008-01-01T00:00:00Z	male	$null$
Ramon Margalef Prize in Ecology	Daniel Simberloff	2012-01-01T00:00:00Z	male	$null$
Ramon Margalef Prize in Ecology	Juan Carlos Castilla Zenobi	2011-01-01T00:00:00Z	male	$null$
Ramon Margalef Prize in Ecology	Sallie W. Chisholm	2013-01-01T00:00:00Z	female	$null$
Ramon Margalef Prize in Ecology	Sandra Myrna Díaz	2017-01-01T00:00:00Z	female	$null$
Ramon Margalef Prize in Ecology	Simon A. Levin	2010-01-01T00:00:00Z	male	$null$
Remsen Award	Har Gobind Khorana	1968-01-01T00:00:00Z	male	award of American Chemical Society, Maryland section
Research Communication Award	Eske Willerslev	2011-01-01T00:00:00Z	male	$null$
Research Council of Norway's Award for Excellence in Communication of Science	Dag Olav Hessen	1998-01-01T00:00:00Z	male	$null$
Research Council of Norway's Award for Excellence in Communication of Science	Odd Aksel Bergstad	2004-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Alfred G. Gilman	1987-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Alfred G. Gilman	1987-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Carol Greider	2003-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Cornelia Bargmann	2009-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Cornelia Bargmann	2009-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Daniel Louvard	1996-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Daniel Louvard	1996-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Douglas A. Melton	1995-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Elaine Fuchs	2001-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Elliot Meyerowitz	1999-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Elliot Meyerowitz	1999-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	François Morel	1980-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	François Morel	1980-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Günter Blobel	1983-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	James Rothman	1997-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	James Rothman	1997-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Joseph L. Goldstein	1979-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Marc Kirschner	1991-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Marie Manceau	2020-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Martin Gellert	1985-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Martin Gellert	1985-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Maxime Schwartz	1984-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Maxime Schwartz	1984-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Miroslav Radman	2000-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Pardis C. Sabeti	2017-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Pardis C. Sabeti	2017-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Pascale Cossart	1998-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Pascale Cossart	1998-01-01T00:00:00Z	female	$null$
Richard Lounsbery Award	Philippe Ascher	1992-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Philippe Ascher	1992-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Tom Maniatis	1985-01-01T00:00:00Z	male	$null$
Richard Lounsbery Award	Tom Maniatis	1985-01-01T00:00:00Z	male	$null$
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Anthony R. Hunter	2006-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Elaine Fuchs	2013-01-01T00:00:00Z	female	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Elaine Fuchs	2013-01-01T00:00:00Z	female	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Elizabeth Blackburn	2003-01-01T00:00:00Z	female	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Elizabeth Blackburn	2003-01-01T00:00:00Z	female	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Eric Lander	1997-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Inder Verma	2010-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Inder Verma	2010-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Irving Weissman	1988-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Joan A. Steitz	2011-01-01T00:00:00Z	female	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Lewis C. Cantley	2011-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Matthew P. Scott	2013-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Matthew P. Scott	2013-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Peter K. Vogt	1987-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Robert Weinberg	1996-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Ronald M. Evans	1992-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Tom Maniatis	2001-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cancer Research	Tom Maniatis	2001-01-01T00:00:00Z	male	oncology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cardiovascular Research	Andrew Marks	2011-01-01T00:00:00Z	male	cardiology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cardiovascular Research	Eric N. Olson	1999-01-01T00:00:00Z	male	cardiology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cardiovascular Research	Judah Folkman	2003-01-01T00:00:00Z	male	cardiology award
Robert J. and Claire Pasarow Foundation Award for Distinguished Contributions to Cardiovascular Research	Judah Folkman	2003-01-01T00:00:00Z	male	cardiology award
Robert Koch Gold Medal	Eckard Wimmer	2012-01-01T00:00:00Z	male	award for excellence in biomedical research
Robert Koch Gold Medal	Emil R. Unanue	2005-01-01T00:00:00Z	male	award for excellence in biomedical research
Robert Koch Gold Medal	Fotis Kafatos	2010-01-01T00:00:00Z	male	award for excellence in biomedical research
Robert Koch Gold Medal	George Klein	1998-01-01T00:00:00Z	male	award for excellence in biomedical research
Robert Koch Gold Medal	Gustav Nossal	1996-01-01T00:00:00Z	male	award for excellence in biomedical research
Robert Koch Gold Medal	Piet Borst	1992-01-01T00:00:00Z	male	award for excellence in biomedical research
Robert Koch Gold Medal	Theodor von Brand	1978-01-01T00:00:00Z	male	award for excellence in biomedical research
Robert Koch Prize	Alex J. van der Eb	1989-01-01T00:00:00Z	male	award
Robert Koch Prize	Antonio Lanzavecchia	2017-01-01T00:00:00Z	male	award
Robert Koch Prize	Axel Ullrich	2001-01-01T00:00:00Z	male	award
Robert Koch Prize	César Milstein	1980-01-01T00:00:00Z	male	award
Robert Koch Prize	Hans Robert Schöler	2008-01-01T00:00:00Z	male	award
Robert Koch Prize	Hans-Georg Rammensee	1993-01-01T00:00:00Z	male	award
Robert Koch Prize	Heinz Ludwig Sänger	1978-01-01T00:00:00Z	male	award
Robert Koch Prize	Heinz Stolp	1968-01-01T00:00:00Z	male	award
Robert Koch Prize	Irving Weissman	2008-01-01T00:00:00Z	male	award
Robert Koch Prize	Jeffrey I. Gordon	2013-01-01T00:00:00Z	male	award
Robert Koch Prize	John Skehel	1987-01-01T00:00:00Z	male	award
Robert Koch Prize	Jon van Rood	1977-01-01T00:00:00Z	male	award
Robert Koch Prize	Jonas Salk	1962-01-01T00:00:00Z	male	award
Robert Koch Prize	Jorge E. Galán	2011-01-01T00:00:00Z	male	award
Robert Koch Prize	Jules Hoffmann	2004-01-01T00:00:00Z	male	award
Robert Koch Prize	Michel C. Nussenzweig	2016-01-01T00:00:00Z	male	award
Robert Koch Prize	Pascale Cossart	2007-01-01T00:00:00Z	female	award
Robert Koch Prize	Ralph Steinman	1999-01-01T00:00:00Z	male	award
Robert Koch Prize	Raymond L. Erikson	1982-01-01T00:00:00Z	male	award
Robert Koch Prize	René Dubos	1960-01-01T00:00:00Z	male	award
Robert Koch Prize	Robert Weinberg	1983-01-01T00:00:00Z	male	award
Robert Koch Prize	Rudolf Jaenisch	2002-01-01T00:00:00Z	male	award
Robert Koch Prize	Ruth Arnon	1979-01-01T00:00:00Z	female	award
Robert Koch Prize	Shimon Sakaguchi	2020-01-01T00:00:00Z	male	award
Robert Koch Prize	Shinya Yamanaka	2008-01-01T00:00:00Z	male	award
Robert Koch Prize	Stanley Falkow	2000-01-01T00:00:00Z	male	award
Robert Koch Prize	Werner Goebel	1983-01-01T00:00:00Z	male	award
Robert Koch Prize	William M. Hutchison	1970-01-01T00:00:00Z	male	award
Roger Slack Award	Kimberley Cathryn Snowden	2017-01-01T00:00:00Z	female	New Zealand science award for plant biology
Rolex Awards for Enterprise	Claudia Feh	2004-01-01T00:00:00Z	female	scientific award
Rolex Awards for Enterprise	Erika Cuéllar	2012-01-01T00:00:00Z	female	scientific award
Rolex Awards for Enterprise	José Márcio Ayres	2002-01-01T00:00:00Z	male	scientific award
Rolex Awards for Enterprise	Romulus Whitaker	2008-01-01T00:00:00Z	male	scientific award
Rolex Awards for Enterprise	Verena Häussermann	2016-01-01T00:00:00Z	female	scientific award
Rosalind Franklin Award	Sunetra Gupta	2009-01-01T00:00:00Z	female	annual British science award of Royal Society for female scientists
Rosenstiel Award	Andrew Fire	2004-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Arthur L. Horwich	2007-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Beatrice Mintz	1979-01-01T00:00:00Z	female	award in medical research from Brandeis University
Rosenstiel Award	Boris Ephrussi	1972-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Carol Greider	1998-01-01T00:00:00Z	female	award in medical research from Brandeis University
Rosenstiel Award	Christiane Nüsslein-Volhard	1989-01-01T00:00:00Z	female	award in medical research from Brandeis University
Rosenstiel Award	Craig Mello	2004-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	César Milstein	1978-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Elizabeth Blackburn	1998-01-01T00:00:00Z	female	award in medical research from Brandeis University
Rosenstiel Award	H. Robert Horvitz	1997-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Howard Green	1979-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Irving Weissman	2008-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	James Rothman	1993-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Joan A. Steitz	2001-01-01T00:00:00Z	female	award in medical research from Brandeis University
Rosenstiel Award	John Gurdon	2008-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	John Sulston	1997-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Jules Hoffmann	2009-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Keith R. Porter	1982-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Lee Hartwell	1992-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Linda B. Buck	1996-01-01T00:00:00Z	female	award in medical research from Brandeis University
Rosenstiel Award	Martin Chalfie	2005-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Mary F. Lyon	2006-01-01T00:00:00Z	female	award in medical research from Brandeis University
Rosenstiel Award	Masakazu Konishi	2003-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Masakazu Konishi	2003-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Michael Grunstein	2010-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Peter Moore	2000-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Peter Moore	2000-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Randy Schekman	1993-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Robert G. Roeder	1994-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Shinya Yamanaka	2008-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Sidney Altman	1988-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Susan Lindquist	2016-01-01T00:00:00Z	female	award in medical research from Brandeis University
Rosenstiel Award	Thomas A. Steitz	2000-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Torsten Nils Wiesel	1971-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Ōsumi Yoshinori	2015-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rosenstiel Award	Ōsumi Yoshinori	2015-01-01T00:00:00Z	male	award in medical research from Brandeis University
Rothschild prize	Hans Lindner	1982-01-01T00:00:00Z	male	$null$
Royal Society Science Books Prize	Steven Rose	1993-01-01T00:00:00Z	male	annual award for writing
Royal Society Wolfson Fellowship	Eleanor Jane Milner-Gulland	2008-01-01T00:00:00Z	female	Award and fellowship
Royal Society Wolfson Fellowship	Rebecca Kilner	2015-01-01T00:00:00Z	female	Award and fellowship
Royal medal	Alan Lloyd Hodgkin	1958-01-01T00:00:00Z	male	silver-gilt medal, of which three are awarded each year by the Royal Society
Royal medal	Albany Hancock	1858-01-01T00:00:00Z	male	silver-gilt medal, of which three are awarded each year by the Royal Society
